source,target,weight
receive,avoid,1
grow,cervical_cancer,2
report,anal,1
vaccine,black,1
Gardasil,part,3
arm,shoot,6
cervical_cancer,common,22
early,contract,1
Google,sex,1
nervous,thing,1
HPV,blow,2
safe,oral,1
lead,public,1
share,reason,1
pay,die,1
age,hope,1
long,morning,1
HPV,funding,1
pap,business,1
talk,something,1
lose,wife,2
kick,today,1
check,black,1
bad,population,1
surgery,daughter,1
group,cell,1
law,mandate,1
gonorrhea,warts,1
offer,reveal,1
care,woman,5
please,awareness,2
drug,promise,1
model,young,1
HPV,nigga,10
NHS,provide,2
needle,fight,1
body,fuck,1
cervical_cancer,evidence,2
company,make,1
shoot,thing,2
Gardasil,Tony,1
Perry,control,1
worst,ass,1
Gardasil,surprise,1
full,force,1
attention,HPV,1
test,hepatitis,1
smear,spend,1
kill,pap_smear,3
work,developer,1
form,life,1
coverage,Couric,1
schoolgirl,young,1
option,Merck,1
thought,scared,1
remind,brother,1
she,do,11
violence,breast,1
sex,chance,2
ready,she,1
remain,vaccination,2
mandatory,HPV_vaccine,6
blog,screen,1
practice,result,1
early,pain,1
happen,cervical_cancer,1
body,vaccine,1
school,totally,1
public,HPV,1
admit,HPV,4
infant,STD,1
FDA,like,2
Prevention,increase,1
HIV,she,1
video,blog,1
FDA,friend,1
main,page,1
blog,story,1
date,AIDS,1
effort,breast,1
Gardasil,paper,1
money,make,2
pretty,worst,1
daughter,old,2
dumb,nasty,1
week,test,1
stay,man,1
girl,develop,2
ACA,help,1
HPV_vaccine,extreme,2
flu,young,2
throw,hour,1
act,cost,1
topic,it,1
special,exam,1
guy,meet,1
gonorrhea,human,1
kill,million,2
facebook,nasty,1
importance,survivor,1
morning,raise,1
walk,feel,1
mom,nasty,1
post,link,1
remind,woman,4
think,job,1
battle,RIP,2
control,lead,1
funny,poor,1
forever,battle,1
ago,regular,1
it,Twitter,4
sound,british,1
people,oral_sex,2
clinical,experience,1
ovarian_cancer,need,1
catch,eye,1
government,mandatory,1
Romney,act,1
think,home,1
people,term,1
girl,let,3
vote,home,1
cancer,anal,1
discuss,morning,1
incidence,anal,1
like,spread,5
die,reaction,1
woman,tumor,9
tell,till,2
year,fool,1
break,worth,1
truth,scared,1
vaccination,business,2
breast_cancer,lung,1
wit,like,2
link,safe,1
continue,perform,1
I,visit,2
cancer,surgery,2
help,jab,1
week,leave,1
long,partner,2
listen,show,2
year,benefit,1
vagina,safety,1
safe,think,1
vaccinate,daily,1
help,talk,1
throat_cancer,Michael_Douglas,2
retardation,apparently,1
win,battle,3
Gardasil,harm,3
diagnosis,raise,1
person,America,1
bad,needle,1
woman,contraception,1
get,write,2
early,treatment,4
test,diagnose,2
yall,about,2
prevent_HPV,warts,1
boy,today,2
year,cervical,4
developer,abnormal,1
do,cause,4
cry,bad,1
she,bitch,5
doctor,beatbox,1
cancer,it,29
great,forward,1
conservative,cut,1
picture,pap,2
stand,pap_smear,2
exam,morning,1
boy,access,1
health,address,1
cancer,way,7
urge,ban,1
oral_cancer,oral_sex,2
tweet,awareness,1
reason,sex,1
cause,monther,1
tonight,battle,1
test,perform,1
home,HPV_shot,1
help,develop,1
wait,HPV,3
vaccine,researcher,3
agree,HPV,6
sore,shit,1
protect,like,2
news,Gardasil,5
information,time,1
live,discussion,1
treatment,need,1
find,plan,1
worse,beat,1
choice,main,1
Perry,long,1
screen,relate,2
smear,help,2
free,sick,1
pap_smear,hear,3
haha,give,1
low,parent,1
teen,today,2
person,know,3
insurance,boy,1
news,CDC,3
primary,start,1
community,black,1
vaccination,concern,1
effect,health,1
take,bitch,1
detection,young,3
child,sick,1
can,game,1
screen,share,1
think,mean,4
way,raise_awareness,1
have,suggest,1
swear,God,4
campaign,bring,1
condom,herpes,12
shoot,help,1
high,develop,1
sad,man,2
information,ass,1
HPV_wart,inside,1
run,awareness,1
tonight,stage,1
I,stupid,19
company,like,1
poor,baby,2
low,regular,1
think,afford,1
rate,compare,1
continue,today,1
young_girl,she,1
MT,show,1
mom,fuck,6
boy,year,1
night,time,2
open,heart,1
study,week,2
bet,like,5
have,jag,2
Catholic,it,1
speech,sexual,1
cervical_cancer,chemo,1
cervical_cancer,day,11
killer,lady,1
question,relate,1
scared,hurt,1
hey,HPV_shot,1
research,shit,1
follower,question,1
vaccination,write,1
doctor,program,1
it,teenager,1
boy,vaccination,4
vaccination,meningitis,1
jab,deadly,1
pap,press,1
dear,hear,1
vax,CDC,6
agree,girl,1
eat,wife,1
clinical,information,1
type,man,3
common,room,1
father,Jade,1
cut,poor,53
girl,standard,2
question,remain,1
cervical_cancer,send,3
feel,throat,1
college,Monday,1
mouth,sex,1
concern,get,2
today,wait,1
effective,low,1
skin,head,1
early,avoid,1
Guess,thing,3
cut,voice,1
breast_cancer,India,2
mental,phone,1
battle,cervical,2
bitch,realize,1
week,kind,1
transmission,study,2
rate,remain,1
ago,free,1
mama,cousin,1
believe,exposure,1
cause,penile,5
learn,test,3
test,dude,1
test,beat,1
way,cervical_cancer,11
guy,body,1
male,carry,1
read,high,1
wrong,HPV,29
HPV_vaccine,believe,5
Gardasil,American,1
offer,prostate,1
take,page,1
result,doctor,1
have,dat,1
something,take,1
like,tell,11
go,get,10
exam,wrong,1
hate,cancer,7
medical,drug,1
healthcare,Katie,1
ask,bitch,4
Prevention,act,1
PlannedParenthood,stand,1
clean,hand,1
break,social,1
I,Hep,5
news,british_girl,1
update,phase,3
point,need,2
vax,safety,1
lead,cervical_cancer,12
report,horrible,1
have,research,6
hit,HIV,1
normal,healthy,1
AIDS,detection,1
condom,come,1
risk_factor,oral_cancer,1
tomorrow,ass,1
believe,encourage,1
survivor,HPV,1
Paul,Rick,1
friend,stop,1
need,routine,5
urge,cervical,1
infect,I,2
I,vaginal,1
pretty,know,2
back,plan,1
blog,save,1
test,breast,6
great,do,1
time,inject,1
model,time,1
researcher,share,1
Japan,controversy,1
TX,HIV,1
data,need,1
cancer,panel,1
cervical_cancer,advocate,1
researcher,pap_smear,1
refuse,believe,1
pro,cervical,1
bad,reaction,5
pap_smear,budget,2
run,brother,1
can,social,2
wat,dat,1
bad,medical,1
girl,warts,1
remember,Jade,1
miss,jab,1
box,check,1
time,gynecologist,1
teen,whore,3
boy,issue,1
it,boyfriend,2
want,injection,1
researcher,video,1
show,picture,1
low,case,1
I,reason,2
country,I,2
listen,body,1
commercial,joke,1
vaccination,Prevention,2
scientific,news,1
die,death,2
update,Bill,1
short,Reuters,1
turn,teenager,1
page,cervical_cancer,1
year,affect,1
get,free,13
your,mom,7
think,wait,1
primary,HPV,1
report,woman,9
tobacco,HPV_Infection,1
something,interesting,1
importance,pap_smear,3
commercial,woman,3
cancer,positive,1
research,high,1
boy,young,12
disease,experience,1
abnormal,pap,6
receive,due,1
throat,white,1
dangerous,teenager,1
Nigerian,kill,1
risk,pill,1
full,blow,1
girl,shit,5
controversy,Human_Papillomavirus,1
great,chance,3
prevent,penis,1
man,pap,2
start,today,1
ACA,prevent,1
condom,totally,1
part,check,1
annual,time,2
explain,cervical_cancer,6
just,shut,1
kind,attention,1
service,can,1
Twitter,speech,1
get,mama,1
cervical_cancer,promote,1
smear,food,1
number,year,2
call,awareness,1
develop,target,1
dear,look,1
mention,STI,1
I,debate,3
sense,vaccinate,1
vax,story,2
increase,STD,2
Prevention,result,1
event,share,1
weird,old,1
boy,increase,1
warts,like,3
point,anal,1
have,public,1
have,Perry,2
bad,wife,1
help,bring,1
know,needle,1
ass,shit,9
information,care,2
research,talk,1
vaccination,immunisation,1
information,check,1
take,hair,1
Monday,cervical,1
clinic,link,1
arm,anymore,1
series,HPV_vaccine,5
mean,Monday,1
world,smear,1
face,low,1
make,sense,3
person,mouth,1
inside,Cervix,1
year,young,2
cause,research,3
stay,low,1
HPV,like,83
CDC,science,1
hospital,girl,1
deny,because,1
injury,claim,1
she,tell,6
hepatitis,HPV,11
jab,vagina,1
condom,vaccine,2
inject,arm,1
stage,diagnose,1
study,mind,1
vaccination,coverage,3
jab,girl,12
Michelle,awareness,1
old,detect,1
video,diagnosis,1
cervical_cancer,stay,1
fall,pregnant,2
male,high,1
vaccine,share,2
look,post,1
spend,push,12
sperm,I,1
morning,she,1
she,vaccinate,4
woman,strong,2
breast_cancer,failure,1
stage,man,1
doctor,turn,1
have,good,5
son,prostate,1
vaccine,infant,1
she,Sleep,2
take,exam,1
affect,throat,1
clear,bad,1
share,like,2
pap,critical,2
continue,study,1
adverse,vaccine,1
talk,pap_smear,13
topic,time,2
Jones,teenager,1
sex,HIV,2
man,clean,1
actual,question,1
man,stand,1
early_detection,can,2
change,herpes,1
early,type,1
story,make,2
do,sexually_transmitted,1
tell,old,1
cancer,STD,2
receive,round,1
lady,appointment,1
receive,care,1
woman,claim,2
practice,help,1
nigga,sex,2
advance,medicine,1
she,past,1
health_insurance,care,1
Gardasil_vaccine,she,2
mama,bitch,1
adult,support,1
death,claim,1
governor,Rick_Perry,2
report,ABC,1
article,HPV_test,1
cause,retardation,15
difference,remove,1
arm,long,1
feel,late,1
injury,like,2
cause,exposure,1
hurt,fuck,5
can,power,1
urge,free,1
win,game,1
need,early_detection,1
man,tell,1
rare,disease,1
understand,Human_Papillomavirus,1
physician,cervical_cancer,1
class,thought,1
give,young_girl,1
dumb,dangerous,1
way,smear,1
afraid,random,1
have,safety,2
business,hate,1
cervical_cancer,teen,11
cunt,year,1
information,reach,1
anal,mean,1
poor,Gardasil,2
Gardasil,approximate,1
health,concern,2
today,week,2
free,shoot,1
lady,room,1
pap_smear,headache,1
medical,something,1
rate,multiple,1
jab,worry,2
white,Black_Women,1
save,child,1
routine,panel,1
start,home,1
dental,poor,1
people,pap,3
lead,condition,1
cervical_cancer,mention,1
day,cervical_cancer,21
afford,information,1
job,time,2
DNA,Tests,2
access,treat,1
care,provide,1
life,child,1
advance,she,1
cancer,claim,1
make,annual,1
sex,researcher,1
son,vaccinate,3
herpes,question,1
part,job,1
relationship,prostate,1
people,bitch,2
year,play,1
can,respect,1
check,aint,1
government,sister,1
have,learn,1
vax,public,1
mine,die,3
short,screen,1
tomorrow,sit,1
allow,happen,1
cervical_cancer,part,2
cancer,head,3
service,birth,1
teenager,battle,1
Michael_Douglas,Cancer_Awareness,1
need,MT,1
Gardasil,shit,3
vote,line,1
expensive,cover,1
doctor,daughter,3
injection,help,1
anymore,social,2
I,warn,3
head,slut,1
cervical,cousin,1
approve,help,1
forever,feel,1
Black_Women,cancer,1
price,doctor,1
kind,American,1
point,happen,1
give,Human_Papillomavirus,3
decrease,female,1
important,official,1
save,AIDS,3
cost,vaccinate,1
move,CNN,1
schedule,job,1
pap,transmission,1
ObamaCare,Gardasil,1
type,virus,2
lady,back,1
healthy,sex,1
meet,religious,1
fact,Obama,2
boy,daughter,1
cancer,HPV,120
Monday,annual,1
thought,back,1
PlannedParenthood,gyn,1
claim,stop,1
Guess,pap_smear,4
lead,screen,1
joke,early,1
get,Abbott,3
round,pap_smear,4
sex,leave,1
encourage,regular,1
your,week,1
case,claim,1
hard,panel,1
HIV,vaccine,4
vaccine,halt,1
cervical_cancer,Nigerian,6
January,focus,1
thingy,I,1
poor,nation,2
today,HPV_shot,3
sign,it,1
prevent,January,1
make,whore,1
tired,help,1
mandatory,vaccine,9
miss,UTI,1
start,back,1
follow,need,1
sign,stop,1
she,lady,3
small,fuck,1
can,play,3
drop,poor,6
quote,HPV_vaccine,1
spread,cause,4
money,name,2
high,care,1
infection,case,1
Prevention,incidence,1
cancer_patient,Bill,1
raise,young,1
have,mum,5
detect,like,1
tampon,test,1
night,battle,2
hepatitis,test,1
virus,big,2
risk,shoot,2
benefit,policy,1
CNN,make,1
God,have,2
vaccine,dose,2
open,tomorrow,1
high,point,1
STD,contact,1
condition,can,3
can,min,1
system,baby,1
post,lead,1
January,Latinas,1
mean,mental,1
2006,FDA,1
know,life,7
people,type,1
swear,eat,1
Andell,Parkers,60
sick,facebook,1
bloody,painful,1
warts,contract,1
focus,health,1
play,home,1
think,correct,1
page,raise,1
virus,daily,1
ten,start,1
live,human,1
STD,ask,1
incidence,information,1
activity,mean,1
let,clinic,1
public,I,1
pap_smear,series,1
prevent_HPV,cause,1
walk,wit,1
injection,hand,2
glad,gay,1
son,insurance,1
african,have,2
bitch,cure,1
HPV_vaccine,concern,4
wit,friend,1
war,girl,1
dog,cervical,1
prevent,condom,4
petition,model,1
prevent,debate,1
doubt,I,1
baby,mama,1
top,ten,2
teacher,offer,1
mouth,penis,2
parent,brain,1
order,take,1
routine,cervical_cancer,7
day,HIV,2
Michael_Douglas,mean,4
experience,side,1
woman,infect,26
papillomavirus,vaccination,1
can,mom,4
daughter,life,11
provide,abortion,1
final,tomorrow,1
disease,vaccination,1
today,side_effect,1
sperm,emotional,12
cousin,stage,2
doctor,bad,3
2012,round,1
tell,truth,2
people,human_papilloma,1
voice,HPV,1
look,pap_smear,12
risk,disease,3
daughter,die,5
let,girl,2
retard,I,1
HPV_vaccine,regular,3
vaccination,number,3
virus,intercourse,2
India,work,1
remember,stats,2
Black_Women,fast,1
get,Twitter,5
young,flu,1
time,herpes,2
want,reduce,2
cancer,school,1
commercial,shit,1
scientific,evidence,5
FDA,line,1
treat,young,1
aint,daughter,1
quick,free,1
fact,cervical_cancer,8
doctor,primary,1
consent,receive,1
vaccination,recommend,1
she,symptom,1
tell,teenager,1
researcher,long,1
vaccinate,choose,1
UTI,like,1
learn,work,1
Sleep,speak,1
problem,infection,1
effort,get,1
alcohol,cervical_cancer,1
need,blow,1
treatment,back,1
great,news,2
debate,daughter,1
woman,world,16
listen,think,1
perform,pap,2
woman,your,1
CDC,vax,4
it,forever,3
african,population,2
big,claim,1
worry,discussion,3
health,science,1
girl,care,2
day,wait,1
tell,like,7
retardation,mail,1
article,Gardasil_vaccine,2
talk,news,1
RIP,love,1
poor,coverage,1
teenager,question,1
can,drink,2
dick,worst,1
decision,healthcare,1
high,cause,1
health,article,1
agree,pap_smear,1
early,apparently,1
mind,lot,1
vaccinate,worth,1
sore,Gardasil,2
blog,knowledge,1
AIDS,anal,1
big,I,5
doctor,ten,1
sadly,Sophie,10
free,Gardasil,3
risk,Reuters,1
TMI,worst,1
woman,pelvic,1
state,strain,1
due,question,1
symptom,good,1
information,support,1
article,bit,1
Africa,detect,1
control,risk,1
make,excuse,1
male,include,1
woman,period,3
cell,oral,1
dude,cervical_cancer,3
appointment,HPV_vaccine,3
researcher,due,1
Santorum,get,1
Bill,girl,1
hold,video,1
it,pain,6
infect,viral,1
story,about,1
blame,daughter,1
HIV,end,1
office,thing,1
eye,thing,1
strong,case,1
have,cold,2
preventable,female,1
government,health_care,3
cervical_cancer,failure,2
record,FALSE,1
claim,pap_smear,1
American,it,4
important,treat,1
UK,male,1
speak,HPV,1
back,Texas,2
patient,reason,1
know,Friday,2
mandate,I,4
pretty,badly,1
hysterectomy,fuck,3
doctor,huge,1
early,tell,1
know,government,2
HPV_vaccine,college,1
India,visit,1
needle,finger,2
hear,discuss,1
Gardasil,waste,1
safe,HPV,5
hair,look,1
disease,cell,1
game,community,1
important,like,3
move,arm,20
find,black,1
Gardasil,crap,2
pap,big,2
research,population,1
provide,important,1
thought,ad,1
dear,HPV_vaccine,3
HPV,doctor,8
candidate,support,1
irresponsible,fear,1
question,HIV,1
know,screen,2
back,chick,1
Michael_Douglas,report,1
Rick,mistake,1
painful,protect,1
stop,commercial,1
Pussy,pap,7
man,ABC,1
run,Pussy,26
book,today,1
great,human,1
evidence,risky,12
report,offer,1
put,bad,1
HPV_vaccine,chicken,5
ad,effective,1
researcher,developer,1
give,smear,16
AIDS,it,2
can,close,1
school,finally,1
ass,hell,1
cervical_cancer,fine,2
want,place,1
number,team,1
year,phase,1
jab,hate,3
warn,it,2
big,stats,1
Black_Women,vaccinate,2
HPV_vaccine,CDC,21
check,remind,1
develop,data,1
catch,part,1
old,box,1
get,turn,3
doubt,it,3
HPV_vaccine,today,57
debate,people,4
remember,like,2
woman,mouth,1
HPV,abortion,2
practice,boy,1
option,link,1
old,let,1
chance,infect,1
small,Cervix,1
patient,reduce,1
come,listen,1
vaccine,shit,1
discuss,pap,1
ten,year,1
lung,virus,1
doctor,think,4
need,prayer,1
increase,worldwide,1
have,trust,3
swear,life,1
occur,lack,1
read,study,2
head,website,1
school,medicine,1
base,HPV,2
help,make,3
I,January,2
people,risky,1
put,show,1
idea,oral_cancer,1
series,continue,1
feel,son,1
make,big,1
Gardasil,terrible,1
blog,Michael,1
include,young,1
control,safe,1
head,male,1
need,book,1
mean,girl,4
doubt,benefit,1
Twitter,prevent,1
hate,doctor,2
cervical_cancer,let,1
clinic,appointment,1
cute,get,1
hurt,have,5
continue,pap,1
give,happen,1
schedule,annual,1
program,top,1
positive,rate,1
explain,Gardasil_vaccine,1
report,Yvette,1
pap_smear,sore,1
like,cigarette,1
FALSE,lead,1
hate,can,2
battle,save,1
spread,nasty,1
reduce,genital,1
letter,call,1
Gardasil,die,1
breast,health,1
sense,it,3
woman,hate,2
go,it,4
call,medical,1
receive,shoot,1
home,Tests,1
mean,daughter,1
drive,have,1
kill,half,1
HPV,spread,25
buy,move,1
HPV,target,1
actual,shit,1
way,vaccinate,1
come,take,2
advice,Prevention,1
it,guy,4
boy,penile,1
want,plan,1
mention,healthy,1
risk,smoke,8
Merck,girl,1
American,medical,1
hell,forever,1
kid,prevent,1
tell,test,2
HIV,take,2
excuse,sexually_active,1
medicine,screen,1
have,clinical,2
get,meet,1
moment,guy,1
brother,cervical_cancer,2
fuck,lung,1
blood,year,2
news,simple,1
feel,bitch,2
knowledge,friend,1
Reuters,simple,1
law,cervical,1
Michele,dat,1
government,Prevention,1
put,Coochie,1
go,do,1
HPV,fact,3
receive,call,1
care,expert,1
Gardasil,Pharma,3
CNN,science,1
cervical_cancer,issue,4
shoot,because,1
top,tobacco,1
sexual,sick,1
spread,stop,1
give,genital,1
boy,vax,1
pay,surgery,1
cancer,birth,1
trial,HPV,1
super,old,1
injection,today,11
effective,people,1
get,poor,4
call,infertility,1
bring,baby,1
I,lie,5
study,raise,1
control,researcher,1
something,small,2
HPV,mean,14
your,Coochie,1
like,dick,3
check,lie,1
daughter,matter,1
full,community,1
flu,believe,3
neck,long,1
HPV,hey,1
promote,breast_cancer,1
include,test,1
boy,primary,1
focus,sex,1
good,early,1
risk,low,8
study,vax,1
stop,call,1
issue,relate,1
prevent_cancer,data,1
early,reason,1
infect,teenager,1
quick,January,1
throat,year,2
die,totally,1
politician,about,1
tumour,jab,3
people,link,1
seizure,FDA,1
news,apparently,1
choice,test,2
young,smoke,3
old,benefit,3
just,mean,1
shame,girl,1
warts,mean,1
lady,smear,5
give,HPV_vaccine,20
make,million,1
hysterectomy,patient,1
health,state,1
wife,nigga,1
live,she,1
difference,hoe,1
doctor,inform,1
understand,mean,1
have,post,1
vaccine,consent,2
like,pelvic,1
HPV,American,5
article,side_effect,1
response,pap_smear,1
shit,stupid,2
routine,catch,1
arm,dead,13
promote,woman,6
british,call,1
pain,intercourse,1
dude,contract,2
hey,baby,1
birth_control,people,3
update,I,1
health_insurance,cover,2
regular,oral,1
insurance,give,1
I,leave,7
ago,ten,1
experience,wrong,1
sound,weird,1
commercial,move,1
can,article,1
can,tonight,1
Tony,effect,1
man,make_sense,1
sex,dick,1
people,news,1
genital_wart,herpes,3
prevent,need,1
she,fact,1
schoolgirl,short,5
uptake,cervical,1
health,official,2
Prevention,sexy,1
woman,commercial,1
sexually_active,disease,1
lot,promiscuity,1
nurse,talk,1
tumor,major,1
website,cause,1
think,ask,3
circumcision,cause,1
sex,cervical_cancer,39
transmission,female,1
due,control,1
HPV_vaccine,female,2
Gardasil,controversy,2
worst,way,1
dear,can,1
back,room,1
grow,STD,1
class,get,1
Jade_Goody,test,1
weird,your,1
message,hospital,1
mind,arm,1
face,ass,3
clear,transmit,1
Gardasil,multiple,1
mama,stupid,9
herpes,warts,2
thing,HPV_vaccine,3
Bachman,prevent,1
Prevention,I,1
dangerous,pap,1
cervical_cancer,receive,2
put,pain,1
hey,your,1
smoke,research,1
single,doctor,1
flu,teenager,1
current,state,1
MT,public,1
Gardasil,increase,3
tell,alcohol,1
effective,report,1
cervical_cancer,boy,10
infect,develop,3
care,act,2
card,read,1
question,recent,1
trend,continue,1
thing,eye,1
get,dangerous,3
expert,gyn,1
like,homicide,9
hey,can,1
Africa,share,1
condom,female,1
GOP,mind,2
daughter,death,2
touch,need,1
year,bit,1
death,detect,1
smart,fear,1
back,bitch,1
government,free,1
sexual,uptake,1
I,finger,9
paper,think,1
woman,trust,1
early,evidence,2
min,help,1
it,source,1
like,HPV,119
gift,survey,1
debate,story,2
health,watch,2
reveal,Jade,1
slow,early_detection,1
year,worth,1
cervical_cancer,response,4
protect,kid,1
person,pap_smear,1
promote,teenager,2
law,HPV,2
kiss,it,1
change,primary,1
die,answer,1
sound,dad,2
weird,breast_exam,1
drive,reduce,1
breast_cancer,cancer,10
name,test,1
Rick_Perry,controversial,1
team,cervical_cancer,6
illness,develop,1
get,jag,8
data,decrease,1
male,importance,1
jab,appointment,2
unprotect,aint,1
can,January,1
cell,catch,1
daily,bad,2
spend,man,1
day,surgery,1
reaction,HPV_shot,1
play,STD,1
boy,immunize,1
Gardasil,jab,4
gyn,Twitter,1
your,have,4
kill,call,1
mom,because,1
gross,know,1
blood_test,talk,1
want,oral,2
high,woman,19
lesbian,have,1
take,safety,1
finally,final,1
vax,cancer,4
information,benefit,1
negative,like,1
incidence,tie,1
daughter,deadly,1
jab,attack,1
prevent,contract,1
kill,british,1
week,Africa,1
rape,it,2
kill,cut,1
address,issue,1
hate,funny,1
issue,have,2
forever,time,1
Gardasil,chicken,1
have,today,32
nurse,clinic,1
abortion,it,1
work,study,1
Bachmann,real,1
world,HPV_vaccine,2
patient,cervical,2
include,infertility,2
HIV,death,2
HPV_vaccine,short,1
birth,woman,3
help,coverage,1
female,head,1
HPV_Infection,mean,1
Republicans,dirty,1
thought,gay,1
male,virus,1
bitch,people,2
lot,bitch,1
pap_smear,infertility,1
cervical_cancer,scary,8
limit,cold,1
time,pap_smear,22
important,CDC,1
cancer,Jesus,1
week,early,2
tooth,HPV,1
sister,she,6
neck_cancer,explain,1
today,start,1
RIP,hand,1
stage,liver,1
head,I,2
datum,link,1
it,public,3
access,today,1
work,herpes,1
preventable,early,5
HPV_vaccine,report,12
read,take,2
tampon,get,2
cervical_cancer,Gardasil,9
chick,pap_smear,7
population,risk,1
head,arm,1
researcher,month,1
rape,abuse,2
indian,doctor,1
daughter,debate,1
Merck,million,2
access,need,2
cancer,anymore,8
Bachmann,part,1
pap_smear,high,2
disease,body,1
screen,battle,1
aunt,lack,1
prevent,people,2
answer,surprise,3
recommend,teenager,1
hate,I,44
pass,raise,1
relate,long,1
insurance,miss,1
notice,party,1
Bachmann,husband,1
primary,find,1
good,HPV_vaccine,6
concern,decline,1
pain,because,1
point,bad,1
forget,vaccine,2
access,breast,6
order,like,1
folk,assume,1
urge,check,1
pregnant,eat,1
school,issue,1
important,conversation,2
pull,support,1
issue,personal,1
picture,pap_smear,4
HPV,Friday,4
HPV_vaccine,bitch,29
die,back,1
honestly,pap,1
thought,CBS,1
press,vaccine,2
real,story,1
Sleep,gay,1
know,hoe,2
Sleep,man,1
team,medical,1
can,research,2
I,child,5
cut,infect,1
fail,HPV,6
hear,friend,1
she,mental_retardation,5
cancer,book,1
think,post,2
post,lung,1
old,daughter,6
country,receive,1
leave,grow,1
Cervarix,GSK,1
weird,gynecologist,1
STI,symptom,1
article,post,1
HPV,today,54
remove,disease,1
major,cause,11
way,come,1
need,get,46
help,woman,24
let,lie,1
vaccine,regular,1
huge,oral_cancer,1
viral,screen,1
Gardasil,make,2
swear,important,2
thought,moment,1
wait,dead,2
infection,shit,1
old,FDA,1
movie,bitch,1
result,daily,1
money,shoot,1
relate,drink,1
herpes,back,1
it,refuse,2
die,vaccinate,1
mom,risk,1
refuse,cover,1
fox,piece,1
Jade_Goody,she,2
young,show,2
wart,it,1
cost,Africa,1
Coochie,beat,11
test,worry,2
it,mom,4
birth,problem,1
symptom,support,1
abortion,healthcare,2
STD,totally,1
mom,die,1
avoid,it,8
show,tomorrow,2
sex,hope,1
promiscuity,like,2
vinegar,detect,3
about,do,2
african,die,1
refuse,HPV,3
smoke,HPV,11
young,high,1
anal_cancer,your,1
awareness,effect,1
record,stop,2
Africa,cervical,2
it,decrease,1
sore,like,3
data,risk,1
know,Gardasil,43
arm,feel,13
dumb,painful,1
damage,injection,1
show,name,1
pap_smear,teen,1
effective,vinegar,1
God,pap,1
get,act,1
Gardasil_vaccine,drug,1
Gardasil_vaccine,smart,1
Perry,abuse,2
reduce,infection,1
vaccination,back,2
screen,know,2
real,bit,1
advocate,media,1
worry,pregnant,3
put,smear,11
bad,stop,1
virgin,claim,1
feel,way,4
diagnose,smell,1
American,doctor,1
rare,vaccine,2
pap_smear,hold,1
needle,push,1
monther,brain,1
HPV,piece,3
take,killer,1
hysterectomy,cervical_cancer,6
so,hurt,1
pelvic,risk,1
fine,cervical_cancer,1
back,clean,3
think,phone,1
walk,vaccination,1
tell,man,1
old,spend,1
need,pap,7
just,your,2
STD,home,1
scare,sex,1
mind,blow,1
disease,study,2
aint,STD,2
stop,symptom,1
scientific,symptom,1
scary,hear,1
slow,avoid,1
killer,everyday,1
have,mandatory,1
friend,thought,1
cervical_cancer,ask,3
injection,girl,2
low,hospital,1
vagina,way,2
know,box,2
estimate,data,1
get,lack,1
woman,love,1
diagnose,ovarian,1
friend,pray,1
think,scared,2
neck,sex,1
NHS,cost,1
genital_wart,contagious,1
afraid,HPV,1
smear,know,3
uncomfortable,put,2
believe,pap_smear,9
suffer,rate,2
type,test,1
Pussy,hair,1
half,ovarian,3
lot,report,1
awareness,I,5
awareness,commercial,1
have,stupid,4
include,genital_wart,1
trial,risky,1
find,jab,1
HPV_shot,bit,2
place,it,2
I,advocate,2
cancer,awkward,1
Japan,thought,1
cervical_cancer,have,114
face,awkward,5
cervical_cancer,I,206
HPV,dog,1
cervical_cancer,father,1
your,bit,1
worst,health,6
oral_cancer,Awareness_Month,1
book,save,1
find,excuse,1
heart,think,1
human,disease,1
lady,press,1
game,tonight,1
transmit,link,1
full,control,2
circumcision,parent,1
boy,ass,1
game,win,1
smoke,promiscuous,1
HPV_vaccine,STI,1
school,cancer,2
dear,smoke,1
weird,thing,1
develop,infect,2
injection,pain,1
I,monther,14
health,discussion,3
beat,cancer,7
wake,AIDS,1
take,back,2
cause,CBS,1
monther,daughter,16
male,teacher,1
Michele_Bachmann,she,7
fuck,body,2
disease,increase,1
have,fever,4
it,make,13
Texas,inject,1
care,vagina,2
kiss,feel,1
cause,throat_cancer,55
Gardasil_vaccine,mean,2
cancer,perform,1
way,save,2
dentist,oral,1
worst,doctor,1
pap,idea,1
Gardasil,aka,1
plan,relate,1
cervical_cancer,cover,1
catch,college,1
HIV,worst,1
early_detection,test,5
HPV,genital_wart,42
vaccination,reduce,3
get,sick,10
date,have,3
thing,cure,1
feel,due,2
risk,fight,1
heart,night,1
let,full,1
news,fact,2
question,simple,1
year,side,1
arm,bit,4
matter,government,1
cancer,needle,3
mind,fever,1
call,increase,1
picture,old,1
appointment,kind,1
cervical_cancer,care,3
HPV_vaccine,british,1
allow,people,1
discuss,chicken,1
today,preventable,1
girl,report,4
oral,infect,1
school,boy,2
offer,treatment,1
early,cancer_vaccine,1
mind,dead,1
girl,answer,1
is,teen,1
current,issue,2
cervical_cancer,approximate,18
risk,multiple,2
refuse,immunize,1
mom,your,1
dose,vaccine,7
school,rush,1
contract,skin,1
I,Gardasil,90
care,mandate,1
pray,I,6
prostate,disease,1
awkward,run,1
grow,body,1
take,can,4
video,wife,1
fast,Monday,1
HPV,autoimmune,11
positive,scary,1
tell,Michael_Douglas,1
